Name,City,Phone,Type,Service,Location,Discount
楚天红（平安大道店）,北京,83229001/03,餐饮,其它中餐,西城区地安门西大街141号,9.5折优惠，酒水主食无折扣
T6香辣火锅（SOHO现代城店）,北京,8580 6014,餐饮,其它中餐,朝阳区大望路SOHO现代城A区B座S-3401室,9.5折优惠
T6香辣火锅（望京店）,北京,6470 5151,餐饮,其它中餐,朝阳区望京新城4区（移动通讯大楼对面）,9.5折优惠
T6香辣火锅（五道口店）,北京,8286 5074,餐饮,其它中餐,海淀区清华东路华清家园（五道口城铁对面）,9.5折优惠
和合谷（海龙店）,北京,8266 0721,餐饮,中式快餐便当,海淀区中关村大街海龙大厦7层,9.5折或享受店内一切优惠活动
西甲壹号运动俱乐部,北京,6332 9109 / 10,健身,健身,宣武区手帕口南街甲1号,入会费5折，康体门票5折，其他设施享受会员折扣
味多美（安贞里店）,北京,6445 1544,面包房、糕点,面包房、糕点,朝阳区安贞里二区605号,
味多美（三里河店）,北京,6851 9456,面包房、糕点,面包房、糕点,西城区月坛南街30号西单万方商场一层,
味多美（洋桥店）,北京,6723 0596,面包房、糕点,面包房、糕点,丰台区南三环中路154号,
纸老虎文化休闲广场,北京,8887 4668,文娱休闲,图书,海淀区远大路1号金源时代购物中心5层15号,
好利来（当代店）,北京,6263 4166,面包房、糕点,面包房、糕点,海淀区中关村大街42号（当代商场旁边）,9折优惠，优惠券除外
九头鹰（首体店）,北京,6835 3919,餐饮,其它中餐,西城区西外大街141号,9.6折优惠；主食、酒水、海鲜、特价菜无折扣
佰嘉通高尔夫,北京,6641.99803110848,健身,健身,西城区复兴门内大街158号远洋大厦F102,享受会员同等优惠（购买名仕通卡需加收服务费5%）
慈铭健康体检中心（大北窑店）,北京,6581 8780,健身,健身,朝阳区建国路99号中服大厦5层,体检套餐8.5折，单项体检无折扣，不享受折上折
慈铭健康体检中心（潘家园店）,北京,8770 1177,健身,健身,朝阳区潘家园9号,体检套餐8.5折，单项体检无折扣，不享受折上折
慈铭健康体检中心（亚运村店）,北京,8227 5505,健身,健身,朝阳区北土城西路7号（国恒基业大厦）,
慈铭健康体检中心（世纪城店）　,北京,8844 9999,健身,健身,海淀区板井路69号（世纪金源大酒店东侧写字楼二层）,体检套餐8.5折，单项体检无折扣，不享受折上折
可迪视,北京,6730 9995,其他,便利店,朝阳区东三环南路南八里庄64号国际眼镜大厦4楼6-19号,享受VIP待遇或享受店内指定最低优惠
北京市新华书店内部书店,北京,6512 6558,文娱休闲,图书,王府井书店6楼（9点--17.30）,9折优惠，一次购书满100元以上者三环内免费送书；三环外和一次购书不足100元者加收10%送书费
九头鸟（北太平庄店）,北京,8202 1392,餐饮,其它中餐,西城区新街口外大街2号,9.5折优惠，酒水、香烟、主食无折扣
中体倍力（阳光100店）,北京,6585 9991,健身,健身,朝阳区光华路2号阳光100公寓D座会所,全部项目9折或最低优惠
风入松书店（中关村店）,北京,6276 8736,文娱休闲,图书,海淀区海淀路46号（北大资源楼西楼地下一层）,享受9折优惠
红楼电影院,北京,6601 3112,文娱休闲,电影,西城区西安门大街156号,成人票价每张优惠10元；持学生证可购买学生票；享受影院指定最低特殊优惠
百万庄园（牡丹宾馆店）,北京,6203 5706,餐饮,西餐,海淀区花园东路31号（牡丹宾馆一层）,9折优惠
董炯羽毛球俱乐部（姚家园店）,北京,8557 5252,健身,健身,朝阳区东四环姚家园路朝阳体育运动学校内（平房村口）,
北京绮之女子健身俱乐部,北京,6473 3476,美容美发,美容美发,朝阳区望京花家地北里1号楼（花家地邮局旁）,单次消费8.6折，凭雅高卡金额可购买其会员卡
赛百味（学院路店）,北京,8283 8918,餐饮,西餐,海淀区学清路38号金玛大厦A座一层西侧,每次消费20元以上，返3元代金券；店内用餐免费上网；2公里以内免费送餐
赛百味 & SPR咖啡（华清嘉园店）,北京,8286 3562,餐饮,西餐,海淀区华清嘉园13号楼1C,每次消费20元以上，返3元代金券；店内用餐免费上网；2公里以内免费送餐
荣昌·伊尔萨时尚洗衣（天通苑店）,北京,8481 2242,其他,干洗等,昌平区天通苑六区13号楼底商,8.5折优惠
潮汕美味牛肉丸火锅店（天宁寺店）,北京,6347 9160,餐饮,其它中餐,宣武区天宁寺东里3号,享受门市价9.5折优惠；酒水、特价菜无折扣
赛百味（新世界店）,北京,6708 9419,餐饮,西餐,崇文区崇外大街5号新世界商场二期B1层,9.5折优惠
戴尔国际英语学校（建外SOHO分校）,北京,5869 4055,教育,教育,朝阳区建外SOHO  东区6号楼商铺0666号。,9折：外教口语、新概念、雅思、中学生英语、白领商务英语、冬夏令营、少儿英语、四六级、刘仁词汇、精品语法、中英文导游取证、英语零起点突破；9.5折：VIP；5折：网络课程；或享受促销期间的最优惠待遇
戴尔国际英语学校（石景山分校）,北京,6863 2324,教育,教育,石景山区方商大厦6层,9折：外教口语、新概念、雅思、中学生英语、白领商务英语、冬夏令营、少儿英语、四六级、刘仁词汇、精品语法、中英文导游取证、英语零起点突破；9.5折：VIP；5折：网络课程；或享受促销期间的最优惠待遇
戴尔国际英语学校（数码大厦总部）,北京,8251 5111,教育,教育,海淀区中关村南大街2号数码大厦A座5层,9折：外教口语、新概念、雅思、中学生英语、白领商务英语、冬夏令营、少儿英语、四六级、刘仁词汇、精品语法、中英文导游取证、英语零起点突破；9.5折：VIP；5折：网络课程；或享受促销期间的最优惠待遇
戴尔国际英语学校（公主坟分校）,北京,5192 1788,教育,教育,海淀区翠微商场西侧天行健商务大厦15层,9折：外教口语、新概念、雅思、中学生英语、白领商务英语、冬夏令营、少儿英语、四六级、刘仁词汇、精品语法、中英文导游取证、英语零起点突破；9.5折：VIP；5折：网络课程；或享受促销期间的最优惠待遇
戴尔国际英语学校（东直门分校）,北京,8447 6725,教育,教育,东城区东直门外大街48号东方银座C座12层,9折：外教口语、新概念、雅思、中学生英语、白领商务英语、冬夏令营、少儿英语、四六级、刘仁词汇、精品语法、中英文导游取证、英语零起点突破；9.5折：VIP；5折：网络课程；或享受促销期间的最优惠待遇
戴尔国际英语学校（复兴门分校）,北京,6653 5138,教育,教育,西城区复兴门内大街160号逸夫会议中心一层,9折：外教口语、新概念、雅思、中学生英语、白领商务英语、冬夏令营、少儿英语、四六级、刘仁词汇、精品语法、中英文导游取证、英语零起点突破；9.5折：VIP；5折：网络课程；或享受促销期间的最优惠待遇
戴尔国际英语学校（崇文门分校）,北京,6708 8849,教育,教育,崇文区崇文门外大街9号新世界太华办公楼501号,9折：外教口语、新概念、雅思、中学生英语、白领商务英语、冬夏令营、少儿英语、四六级、刘仁词汇、精品语法、中英文导游取证、英语零起点突破；9.5折：VIP；5折：网络课程；或享受促销期间的最优惠待遇
戴尔国际英语学校（通州分校）,北京,8088 2543,教育,教育,通州区新华大街121号世图印刷厂内,9折：外教口语、新概念、雅思、中学生英语、白领商务英语、冬夏令营、少儿英语、四六级、刘仁词汇、精品语法、中英文导游取证、英语零起点突破；9.5折：VIP；5折：网络课程；或享受促销期间的最优惠待遇
赛百味（酒仙桥店）,北京,6433.81917020745,餐饮,西餐,朝阳区酒仙桥路12号电子城科技大厦首层,95折优惠或店内最低优惠
赛百味（亚运村店）,北京,8597.9587628866,餐饮,西餐,朝阳区北辰东路8号汇宾大厦大堂,95折优惠或店内最低优惠
味多美（劲松店）,北京,6773 4238,面包房、糕点,面包房、糕点,朝阳区劲松2区208楼一层东侧（麦当劳西侧）,
味多美（看丹桥店）,北京,6374 1433,面包房、糕点,面包房、糕点,丰台区西四环南路101号（大中电器北侧）,
味多美（阜成门店）,北京,6616 3234,面包房、糕点,面包房、糕点,西城区阜成门地铁东北口（中国银行对面）,
好利来（现代城店）,北京,8589 0466,面包房、糕点,面包房、糕点,朝阳区建国路88号现代城C座S1201室一层,9折优惠，优惠券除外
好利来（潘家园店）,北京,6735 6777,面包房、糕点,面包房、糕点,朝阳区农光里11号楼,9折优惠，优惠券除外
好利来(工体店),北京,6417 6545,面包房、糕点,面包房、糕点,东城区新中街5号楼,9折优惠，优惠券除外
好利来（西直门店）,北京,8836 5994,面包房、糕点,面包房、糕点,西城区西外南路丙8号（华堂商场西南侧）,9折优惠，优惠券除外
好利来（右安门店）,北京,6351 5656,面包房、糕点,面包房、糕点,丰台区右安门外大街2号迦南公寓C座（右安门桥东南侧）,9折优惠，优惠券除外
好利来（草桥店）,北京,8758 3325,面包房、糕点,面包房、糕点,丰台区草桥欣园一区5号楼（草桥麦当劳西侧）,9折优惠，优惠券除外
好利来（丰益桥店）,北京,6381 6901,面包房、糕点,面包房、糕点,丰台区丰管路5号院鑫嘉园5号楼一层,9折优惠，优惠券除外
好利来（西罗园店）,北京,8720 5633,面包房、糕点,面包房、糕点,丰台区马家堡东路27号（洋桥向北500米）,9折优惠，优惠券除外
好利来（马家堡店）,北京,8758 6558,面包房、糕点,面包房、糕点,丰台区马家堡西居住区明日商厦40号楼一层111号,9折优惠，优惠券除外
味多美（宽街店）,北京,6402 7072,面包房、糕点,面包房、糕点,东城区美术馆后街65号,
面包新语 双井店,北京,5190 9406,面包房、糕点,面包房、糕点,朝阳区广渠路31号双井家乐福一层,
面包新语东方广场店,北京,8518 6253,面包房、糕点,面包房、糕点,东城区东方广场地下一层BB-08b,
面包新语东方新天地店,北京,8515 2068,面包房、糕点,面包房、糕点,东城区东方新天地地下一层AA73B,
面包新语 君太店,北京,6612 5977,面包房、糕点,面包房、糕点,西城区西单君太太平洋百货地下一层B01,
比格比萨（通州店）,北京,6955 4425,餐饮,西餐,通州区新华大街世纪联华超市对面,享受店内散客同等优惠
T6香辣火锅（住邦店）,北京,8586 9568,餐饮,其它中餐,朝阳区朝阳路住邦2000底商,9.5折优惠
北京知不足书店,北京,5837.96677471637,文娱休闲,图书,西城区北三环中路6号,购买图书和音像制品享受8.8折优惠；课本无折扣；或享受店内最低优惠，不享受折上折
北京知相知书店,北京,6253 4711,文娱休闲,图书,海淀区海淀图书城昊海楼一层,购买图书和音像制品享受8.8折优惠；课本无折扣；或享受店内最低优惠，不享受折上折
鸿毛饺子（紫竹桥店）,北京,6845 1167,餐饮,其它中餐,海淀区西三环北路22号（紫竹桥东北角）,
鸿毛饺子（亦庄店）,北京,6786 8516,餐饮,其它中餐,大兴区北京经济技术开发区宏达北路12号,8.8折（酒水，特价菜除外）。。只限（北京诺塞基因研究所）的人员。
好利来（朝外店）,北京,8565 3869,面包房、糕点,面包房、糕点,朝阳区朝阳门外大街朝外门写字中心底商W1商铺（钱柜KTV对面）,9折优惠，优惠券除外
好利来（八里庄店）,北京,8584 7772,面包房、糕点,面包房、糕点,朝阳区八里庄北里1号院（农民日报社楼下）,9折优惠，优惠券除外
好利来(四季青店),北京,8849 3069,面包房、糕点,面包房、糕点,海淀区五棵松路35号欧尚商业中心一层1-2号商铺（四季青百安居）,9折优惠，优惠券除外
百万庄园（五店）新兴宾馆店,北京,6823 5316,餐饮,西餐,海淀区公主坟西环中路17号新兴宾馆内,9折优惠；特价菜除外
宝迪沃（UHN国际村店）,北京,6606 2008,健身,健身,朝阳区西坝河东里2号,享受店内优惠;
浩泰（大西洋健身会所）,北京,5165 1312 - 811,健身,健身,朝阳区南湖路10号,8.5折或享受店内优惠
浩沙（锦秋会所店）,北京,8235 6198,健身,健身,海淀区知春路6号,8.5折或享受店内优惠
浩泰（欧陆阳光店）,北京,8485 2941,健身,健身,朝阳区亚运村欧陆大厦3层,8.5折或享受店内优惠
金凤成祥（东大桥·四十五店）,北京,6551 1732,面包房、糕点,面包房、糕点,朝阳区朝阳门外大街蓝岛大厦对面,9折优惠
金凤成祥（甘露园·三十一店）,北京,8578 0891,面包房、糕点,面包房、糕点,朝阳区甘露园南里18号楼首层,9折优惠
金凤成祥（西坝河·三十五店）,北京,6465 6523,面包房、糕点,面包房、糕点,朝阳区西坝河南里17号楼首层,9折优惠
金凤成祥（罗马花园·三十七店）,北京,6492 2394,面包房、糕点,面包房、糕点,朝阳区惠新西街23号罗马花园,9折优惠
金凤成祥（欧陆大厦·三十二店）,北京,8485 3857,面包房、糕点,面包房、糕点,朝阳区北苑路172号欧陆大厦首层,9折优惠
金凤成祥（玉泉路·八店）,北京,6670 7821,面包房、糕点,面包房、糕点,海淀区玉泉路路口北侧,9折优惠
金凤成祥（金源燕莎·四十店）,北京,8887 5251,面包房、糕点,面包房、糕点,海淀区新燕莎购物中心首层,9折优惠
金凤成祥（四道口·三店）,北京,6213 6017,面包房、糕点,面包房、糕点,海淀区四道口十字路口东北侧,9折优惠
金凤成祥（华清家园·十店）,北京,8286 7777,面包房、糕点,面包房、糕点,海淀区华清家园6号楼首层2号,9折优惠
